gen_mol,gen_romol,gen_logP,gen_qed,gen_SAS,gen_obj
Cc1cc(C(=O)NCc2cccc(N3CCNC3=O)c2)n(C)n1,<rdkit.Chem.rdchem.Mol object at 0x000001620394B660>,1.1881199999999998,0.8896246447136972,2.3193371694235374,2.128786054144949
O=S(=O)(Nc1cnn(C2CCOC2)c1)c1ccc(F)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001620394B9E0>,1.9235,0.9300282257464011,2.9422378424981748,1.7079032862338304
Cn1c(CN2CCN(Cc3cccnc3)C2)nc2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x000001620394BB30>,1.6385999999999992,0.7331945175343847,2.4291325331548297,1.236840054517094
CCCc1cc(-c2nc3cc(Br)cnc3[nH]2)n(C)n1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40510>,3.0734000000000012,0.8066683724099941,2.8905566358322083,1.1427852262177627
Cc1ccc2c(C)nc(Nc3c(F)cccc3F)n2n1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40580>,3.367940000000001,0.7787181467956286,2.585699037149679,1.307891696828464
CCc1c(C(=O)N2CCN(CCO)CC2)cnn1-c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E405F0>,1.3239,0.8871369258500806,2.181100856978377,2.254583772272026
CCN(C)c1ccc(NC(=O)c2ccc(C(=O)N(C)C)cc2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40660>,3.750200000000002,0.8840930268437708,2.0032498787105784,2.4172152555082755
O=C(NC1(C(=O)NC2CCCC2)CCCCC1)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E406D0>,2.5731,0.8968416358999277,2.276624503169012,2.2075836763306267
Cc1cc(C)c(C)c(OC(=O)C2CCCN2C(=O)c2ccco2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40740>,3.415060000000002,0.6400928526541707,2.72263598971994,0.4778282735509132
O=C(CN1CCN(c2ccccc2)CC1)Nc1ccc2c(c1)COC2,<rdkit.Chem.rdchem.Mol object at 0x0000016203E407B0>,2.477500000000001,0.9309247484304668,2.017934396259802,2.636689345892532
CCCNC(=O)C1(NC(=O)Cc2cccc(OC)c2)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40820>,2.583,0.8063125692603088,2.1816769216370773,1.8498859246644663
Cn1cc(CCNC(=O)C2(c3cccc(F)c3)CC=CCC2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40890>,2.896000000000001,0.8585206962599541,3.176285707685297,1.1163177736144734
Cc1cc(NC(=O)c2cc3cc(F)ccc3o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40900>,3.5276200000000024,0.7746383430973864,2.105602435067551,1.7675892804193811
CCCCN(C)S(=O)(=O)Nc1ccc(C)cc1F,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40970>,2.5227200000000005,0.866249443858189,2.145216387530377,2.1860308317605677
O=C(Cn1nnc(-c2cccc(Cl)c2)n1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E409E0>,1.6159000000000001,0.8618097386910477,2.08004576886624,2.2290029245889986
c1ccc(CCc2n[nH]c(-c3n[nH]c4ccccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40A50>,3.1332000000000013,0.6060935455706437,2.382948532011932,0.6475191958412863
COc1ccc(CNC(=O)C2Cc3ccccc3CN2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40AC0>,2.3681,0.9424750940937594,2.4154498369001853,2.2969256335686117
Cc1csc(NC(=O)Cc2nc(C)c(C)n2C(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40B30>,3.631960000000003,0.9346702275617246,2.8786645133401567,1.7946866244684658
Cc1c(Br)cccc1CN1CCOC(C2CC2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40BA0>,3.3683200000000015,0.8485892713346654,2.8313275466850296,1.4116188099882976
O=C(NCc1cccs1)Nc1nnc(C2(C#N)CC2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40C10>,2.4764800000000005,0.9075343300772071,2.8054429208975105,1.7322287294885248
CC1CN(C(=O)CCc2nc(C3CC3)no2)c2ccccc2S1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40C80>,3.407000000000002,0.8601317458045701,3.0364015851519337,1.2642571438709167
Brc1ccc(C2NCCc3ccccc32)nc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40CF0>,3.079200000000001,0.8723724043670438,2.7871828835291463,1.574679138306072
COCCCNC(=O)NCc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40D60>,2.6755000000000004,0.7943091623200185,1.7654372808025798,2.2061085307975126
CNC(=O)c1ccc(-c2ccn(C(C)(C)C#N)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40DD0>,2.16838,0.9269429304301922,2.532186844342487,2.1025278078084737
CCCc1nnc(SCC(=O)Nc2sccc2C#N)n1N,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40E40>,1.60838,0.6173871359028863,2.5402887312535523,0.5466469482608791
Cc1nc2cc(NC(=O)c3c[nH]nc3-c3cccs3)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40EB0>,3.8401200000000015,0.599497470976069,2.7056238143056355,0.29186354057470965
Brc1cccc(-c2nc3ccccn3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40F20>,3.158800000000002,0.6819392831546726,2.1274473296854843,1.2822490860878784
COCc1ccc(C(=O)OCCn2c(C)csc2=O)cc1F,<rdkit.Chem.rdchem.Mol object at 0x0000016203E40F90>,2.3607200000000006,0.7651996263081131,2.3272005324704903,1.498797599070075
CCOc1cccc(N2CCN(C(=O)CC(F)(F)F)CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63040>,2.0812999999999997,0.8528691879044326,2.30956371027629,1.9547822292458727
CCCc1nnc(NC(=O)CSc2nnnn2C2CC2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E630B0>,1.5427999999999995,0.7708995320199348,2.473785928124478,1.3807117319751958
CCOCc1ccccc1NC(=O)NCc1ncn(C)n1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63120>,1.6732999999999996,0.847362985707331,2.4668028512014004,1.770012077335255
COCCCN(C)S(=O)(=O)c1cc(Cl)ccc1C,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63190>,2.3054200000000007,0.7557284430923573,2.0108077336842225,1.7678344817775642
CN(C)C(=O)c1cccc(C(=O)NCc2cccc(C#N)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63200>,2.19008,0.9406969094944331,1.8678445806661426,2.8356399668060224
CCc1cc(C(=O)NCCc2ncccc2C)[nH]n1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63270>,1.6480199999999998,0.8562703753948007,2.5041720204475943,1.7771798565264092
Cc1cccc(C(=O)NCc2cccc(Cn3ccnc3)c2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E632E0>,2.564820000000001,0.7878716916916493,2.1058228958211345,1.833535562637112
CCN(Cc1ccccc1C)C(=O)c1cc2c(=O)n(C)cnc2s1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63350>,2.965720000000001,0.73298491669893,2.3630098418775045,1.3019147416171455
CC(C)CNC(=O)c1ccc(F)cc1Br,<rdkit.Chem.rdchem.Mol object at 0x0000016203E633C0>,2.974000000000001,0.9015947921553623,1.8031665803423778,2.704807380434434
O=C(CCn1cncn1)NC(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63430>,2.5740000000000007,0.7612069065884783,1.9825248408471374,1.8235096920952545
CC(C)CC1CN(C(=O)c2n[nH]c(N)n2)CCO1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E634A0>,0.2740000000000006,0.8057241315885046,3.345982189218966,0.6826384687235576
Cc1ccc(C)c(C(=O)Nc2c(N)n(C)c(=O)n(C)c2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63510>,0.5353399999999997,0.8451942334932275,2.193861288221239,2.0321098792448984
CNC(=O)CC(C)N(C)S(=O)(=O)c1c(C)noc1C,<rdkit.Chem.rdchem.Mol object at 0x0000016203E63580>,0.43653999999999993,0.8485801211390382,3.065114651806513,1.1777859538886783
CCNC(=O)CSc1ccc(-c2ccco2)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000016203E635F0>,1.9647999999999999,0.8351748111900981,2.306097378654636,1.8697766772958548
