gen_mol,SMILES,gen_romol,gen_logP,gen_qed,gen_SAS,gen_obj
[C][C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring1][=C],CCC1CCCCN1C(=O)C2CC(=O)N(C3=CC(C)=CC(C)=C3)C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C42E0>,3.447440000000002,0.8525372192157825,2.922859937390607,1.3398261586883056
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring1][=C],CC1CCCCN1C(=O)C2=CC=C(NC(=O)C3=CC=CO3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C43C0>,3.5465000000000018,0.9424907113038383,2.327182704033053,2.385270852486139
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring1][=C],CC1CCCCN1C(=O)C2=CC=C(NC(=O)C3=CC=CO3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C4350>,3.5465000000000018,0.9424907113038383,2.327182704033053,2.385270852486139
[C][C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C][=C][Ring1][=N],CCC1CCCCN1C(=O)C2=CC=C(NC(=O)NC(C)C)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C4430>,3.6212000000000018,0.8906842688391885,2.3593791419701162,2.0940422022258263
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][C][N][Branch1][P][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][Ring1][S],CC1CCCCN1C(=O)C2CCCN(C(=O)C3=CC=C(F)C=C3F)C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C44A0>,3.2180000000000017,0.8216953887808169,2.8171055009533177,1.2913714429507674
[C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][Ring2][Ring1][Ring1],CC1=CC=C(C(=O)N2CCCC2C(=O)NC3CC3)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C4510>,1.87822,0.9130241839412878,2.214930679497609,2.35019024020883
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][C][C][C][C][=C][Ring1][=C],CC1CCCCN1C(=O)C2=CC=C(S(=O)(=O)N(C)C(C)C)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C4580>,2.730100000000001,0.8480224698308094,2.4864979307418285,1.7536144184122184
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring1][=C],CC1CCCCN1C(=O)C2=CC=C(NC(=O)C3=CC=CO3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C45F0>,3.5465000000000018,0.9424907113038383,2.327182704033053,2.385270852486139
[C][C][=C][C][=C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][C][Branch1][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][Ring1][#C][=C][Ring2][Ring1][#Branch1],CC1=CC=CC(C(=O)N2CCC(OCC3=CC=CC=C3F)CC2)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C4660>,3.9555200000000026,0.8506590921451681,1.9186040414482122,2.334691419277628
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#C],CC1CCCCN1C(=O)C2=CC=C(NC(=O)C3=CC=CN=C3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C46D0>,3.3485000000000014,0.941986412665389,2.2795586173842928,2.430373445942652
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring1][O],CC1CCCCN1C(=O)C2=CC=C(N3C=CN=C3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C4740>,2.8869000000000016,0.8404578181288127,2.482855205833344,1.7194338848107193
[C][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][N][C][C][C][C][Ring1][Branch1][=O][C][=C][Ring1][N],CC1CCCCN1C(=O)C2=CC=C(N3CCCC3=O)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001DE6A6C47B0>,2.828000000000001,0.8385097815903937,2.3852259221207603,1.8073229858312079
