gen_SMILES,gen_qed,gen_sa,obj,iter,z_value
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,0,"[ 0.05284929  0.6224575   0.11295938 -0.52162695  1.6443715  -4.058525
 -3.084694   -0.50514555  3.5010285  -1.534683   -4.5111794  -2.5403547
  1.4535756   1.8247709  -4.3097143  -3.3399615   1.278873   -0.6633878
  2.2470498   3.2899394   3.8498874   0.95428085 -1.7427824  -4.9266615
  0.42084408 -1.5521071  -0.11161852  2.65177     2.553299   -3.8781285
  1.6972628  -2.2367628   2.7543855   2.9631143  -0.73450184 -2.2339842
  2.5527048  -1.5593717   2.8418164  -2.4537404   1.6461244  -0.03418303
 -2.5012543   1.8880324   2.2418003  -4.1434174  -2.2500782  -3.4093544
 -0.5781641  -3.9225333  -0.32925224  2.7230377  -1.0756774   0.68395615
 -2.8583767   3.5319257  -1.4203408   0.8005271  -4.431418   -2.4502172
  0.5349364  -0.3950858   0.5450039  -2.7081535   2.2269301   0.39642
 -1.9346621   1.688909   -2.699941    2.4826193   1.1590357  -1.8744252
 -3.7347488  -2.405186   -1.8681519  -2.0794506   0.65300465  2.424769
 -2.9512358  -1.9987309  -1.3019898   3.8381495  -1.9769516  -4.9760737
  3.090962    2.3111796  -0.7388706  -0.9649682   3.3270392   3.5816398
 -4.247355    3.3988976   2.2728415   3.0285516  -2.7021117  -0.06406927
 -3.05797    -4.8880944  -2.8242326  -4.1915126   0.70617676  1.7568746
 -3.1892881   2.6093254  -1.7122204   2.630865    0.30733728 -1.0142736
 -2.6996405   2.1660442   3.2946486  -3.293222   -2.488924   -1.482239
 -0.32472563 -2.9917066   3.0347161   4.0100055   3.7443366   0.92992496
  1.8472247   0.3329692  -1.3319752  -1.1011701  -4.574862    3.9196525
  3.6017804  -2.111342  ]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,1,"[ 3.7269406   1.938067    2.6919465   0.6408529  -2.9711223  -3.0032113
 -3.36305    -3.8875587  -0.14088249 -2.5269203  -3.8968844   0.78399706
 -1.5540795   2.1809025  -2.907911   -2.8917696  -1.428062   -4.811128
  3.7311168   3.4897304   0.7953143  -1.4699228  -3.284553    1.8801003
 -3.3656871   2.5602775  -4.5997915  -0.04660749  3.5220141   0.46778536
 -4.886398    3.4290366  -2.4282815  -3.239023    1.3416891  -3.8632317
 -2.5368893   2.9972358   3.7430873  -1.0652559  -2.8024824  -2.3214073
 -4.680859    1.0245943   3.961783    3.4238448  -2.89735    -3.9628327
  0.6223507  -1.0335424   2.7692895   4.001366   -2.899981   -3.8680325
 -3.3288438   1.7872472   2.7284403   2.3867884   1.8840976  -0.608932
  2.1705089   1.1107836  -0.8906541  -2.0615964  -2.4000604  -2.0709846
 -1.5006468  -3.694872   -1.8193758   3.5776563  -3.947515   -2.7448974
  2.3455186   1.5346179   3.0413423  -2.5145063   2.569706    0.9682493
  2.8631043  -3.263358   -2.9461184  -3.764818   -3.899403   -2.4154613
 -3.335172    2.2188663  -1.8818984  -1.4538314  -2.697175   -4.4953904
 -0.96427965 -0.8707614   1.173481   -1.8619611  -1.2803082  -4.6430974
  2.5189805   0.23548985  3.6090722  -2.8038979   1.1739626   3.781283
 -1.8077338   0.91873074  3.7564816   1.7732873   3.7282624   0.3734455
  2.6200104  -3.165834    1.4169612   2.414904   -1.5118206   2.7263632
 -3.9007974  -0.7310338   1.394012   -1.8308778  -3.4032753  -1.5598052
 -3.5295897  -2.0019343  -3.4167714  -4.9637804  -3.6466386   1.5782804
 -1.2506466   0.17858124]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,2,"[-2.1747484  -4.4590096  -3.0538318   2.744596    0.00920534 -0.11295414
 -3.702211   -0.31450844  1.346251    1.4994006   1.1051412  -4.726427
 -4.8693323   2.0585651   4.0617404  -1.0826938  -4.3086567  -1.8885028
 -4.957957    0.88787985  1.1292105   3.466392   -3.8256779  -3.1304898
  3.2755246   0.26393795 -3.7143877   1.8027349  -3.3180277   4.070791
 -2.3688107   1.3685336  -0.9357705   1.0232391   2.5214024  -2.8910635
 -3.7441177   3.9109817  -0.7366061  -4.1577873  -1.4125316   1.4250984
 -2.0712104   0.7778654  -3.536499   -1.647789    0.16468191  2.6753063
  1.0177345   2.0709372  -4.836175    0.7660794  -0.16969967  3.4610734
 -3.4271336  -3.9374614   2.4043083   3.12754     0.07866621  2.1440887
  3.1509423  -2.6059945   1.6455874   1.8246927   1.0884199   2.445981
  0.11370993  1.5775733  -0.92113066  0.5281873  -2.2581606   3.838202
 -2.2560966   2.481885    3.7851377  -1.5883989  -2.2606885  -0.52558565
 -2.1566     -0.36261797 -0.29899168  0.83748484 -3.5767133   3.9512
 -2.7181416   2.9160876  -5.012796   -4.43118    -0.7553053   0.5117793
 -3.3371778  -1.0660632  -3.733375    2.916202   -4.328185    1.5990238
 -0.90434694  0.8120198  -1.072397    2.239831   -1.388773   -4.775755
 -4.4147706  -3.4803917   2.2135925   1.9740114  -1.6476085   3.5850177
  2.3320894   1.1508856   3.6896462  -2.570473    0.31944227  0.27542496
 -2.1768494  -1.1504612   2.0611072  -3.76151     1.1487846   0.42168808
  1.6829853  -2.100428   -3.3560865   3.0818124   3.1132312  -4.6405725
 -4.3713684  -3.2929003 ]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,3,"[ 3.3795848   2.8416824  -2.7244124  -0.9742336   3.7502828   1.776854
  1.1969533   0.07646656 -0.383389    3.0233397  -1.3692482   3.411367
 -0.3916707  -3.9329019  -0.36935806  1.464469   -4.941739    1.5182519
 -2.1449814  -0.0380125  -1.140609   -1.8520694  -2.8981507  -2.5246923
  3.8967109   3.429438   -2.390274   -0.7474408  -2.77514     0.9388356
 -1.3693309  -2.5553825   2.0606008   1.2041092  -0.9534893  -4.36189
 -4.4411907   4.0627475  -3.9495168   3.1338153   1.8484225  -1.068088
 -2.8191571   1.8149443   3.0566583   2.9799285   1.0987415  -4.781804
 -0.3489852  -3.6921825  -3.0352616   1.1782928   1.3491445  -4.168976
  1.8276472   2.1355076  -4.54169     3.6906419   1.5942307   0.5491295
 -1.7636144   1.4675889   2.7946448   2.4711804  -1.1221633  -1.4777393
 -4.5175514   3.9528012  -1.9342346   3.3873096  -0.36547422 -2.6317182
 -1.6388965   1.9919806   3.905087   -2.8563821  -2.157366    3.3862786
 -3.6985917   2.479405   -1.6191378  -2.7922513  -4.7921476   2.2659364
 -0.77181053 -1.1628065  -2.6429303  -2.6547952  -3.440455   -1.3039014
 -0.5060215  -0.01396227  3.9285636  -0.9068718   2.3388786   1.7097545
 -0.6352124   0.85063267  0.41539812  2.8677917   1.7362905   2.1975813
 -4.490822    1.9726458  -0.85947084 -3.8327043  -2.855547    3.720261
 -2.7688885  -2.1388507  -1.1957293  -4.349471    0.51246214 -4.257841
 -3.0104306  -2.6248026  -0.65761995  2.5716      1.4253893  -1.6776388
  2.5233517  -1.7602608   4.0761867  -2.3360755   3.6893458  -2.6108034
 -3.9411151   2.4628534 ]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,4,"[ 1.2494826   1.380137   -4.179365   -2.7174642  -4.249589   -0.4680376
 -3.4235806   2.6445312   1.4912748  -2.1464598  -0.78469753  2.8569016
 -2.3111193  -2.244355   -3.210876    2.74822     0.7794132  -2.2912033
  2.2684646   1.0586977  -3.8529778   0.56157875  2.999454    3.2652583
  3.905682   -4.9840093   2.3892913  -1.2109628   2.6212707  -2.7418444
  2.2880754   2.0482874  -0.7563467  -2.5150588  -0.35634995 -2.2113705
 -2.1481025   2.2970076  -2.1062453  -2.472884   -0.39821482  1.3024678
  2.2020373   0.20971107 -3.0783038   1.3491735  -0.5836711  -2.4077826
 -2.115354    1.2914705   1.6429992  -1.3469312   2.180091   -0.4435358
 -2.60054    -4.8074355   1.2839694   2.0476298   2.3437085   2.9597106
 -3.184733   -3.9224842  -1.360497   -2.356996   -0.8848219   1.2664533
 -4.7797627   2.038694    2.4597754  -4.447411   -0.3583722   3.6486611
 -3.4043689   1.3562126  -1.4065979  -3.333311    3.2209058  -2.281826
 -1.4547708  -3.6420565  -3.1912227  -4.9881516  -0.15641832 -0.93285275
  3.8542094  -4.1464005   0.6388345   0.2779107  -4.527012    2.27387
 -3.45289    -0.22591448 -3.961438    3.4234776  -4.8190894  -1.9675102
  3.4608483  -2.8366356   0.1873436   1.5557771  -2.6196558  -4.1869054
  0.8396454   2.7474232  -3.1673636  -2.3786292   1.0235429  -2.9178624
 -0.6512909  -4.0740395  -0.5465169  -3.4909167  -1.7103446  -0.92676497
  3.335959   -0.5270786   2.9709983  -2.6201272   1.3263488  -0.7682724
  1.9776335  -3.1601107  -4.3504453   2.1086488   4.053448   -0.04139233
  2.2806063  -0.68157625]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,5,"[-0.8756919  -3.458343   -4.7332892   1.3269501  -1.4051931  -3.3660321
  1.702065   -3.1624494  -1.4792523  -1.4987833  -3.6067495  -1.5549879
 -4.5964193   0.8661485  -3.0516038  -0.8897543  -2.9751155  -1.0931759
  3.5358386  -3.0791616  -3.106616   -4.8814216   1.9081807   2.7066293
  1.9560966   3.4716125   1.2160578   3.269939   -1.7291367  -3.0180142
  3.9579415  -2.2165637   0.85071325 -3.5998359  -0.7035136   1.0718503
 -2.0076644   2.4401112   3.2836823  -1.1250911   4.0900207  -0.4843459
  2.3714314  -3.9711032   1.4273009  -4.672489   -4.412121    3.6071048
 -4.712612   -3.6480713  -0.98489046 -1.2613063   3.262096   -3.6787019
 -1.2717557   0.10148668  2.201779   -2.6410701   3.9085708  -2.68879
 -0.3208747  -3.503086   -1.3147714  -2.6547894  -1.7289884  -4.5386033
  3.1899009  -4.1810236  -4.485733    1.5405746  -4.388606   -0.33684778
  0.40124846 -2.6070192   1.2422495   1.6444516  -2.8895934   3.0298276
 -0.3546896  -4.7938414   3.5626788  -3.4352152  -2.9806757  -1.3554723
 -0.70371246 -2.503085   -2.7142577  -4.815179   -1.2154417  -1.8795335
 -1.072098    1.9085083   2.9849      1.1099949   1.392705    2.1473627
  0.42134428 -2.6298676   0.03942442 -3.4892516  -3.878284    0.07906199
 -0.20109129 -2.6329758   3.416058   -2.119617    1.1728425  -0.27221346
  3.6187558   0.38353157 -3.238566   -2.1721838  -2.1001089  -2.7482116
  2.0400434  -1.572067   -4.1769114   1.0908222   0.503912   -3.8201792
  4.042048   -0.30295706 -1.8178868  -3.0603638   1.8166189  -4.800416
  4.0517545   1.8513656 ]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,6,"[-4.6657557  -0.64459467 -4.604135   -1.5185666  -1.3055372  -2.5595565
  0.66993237 -3.7719417   1.4242535  -1.8723633  -3.1042557  -2.7901354
  0.2703166  -1.0224175  -1.3453624  -2.8203325  -3.9805155  -0.11477518
  3.9849944   1.3553967  -4.3161464  -2.6264594  -3.079327    4.0463166
  1.3727894   3.2826123   0.47713184  0.67501545  0.54030275  3.6867595
 -1.6113849   2.6380877   3.9000573   2.1435633   1.8723516  -3.759591
  1.9101887   3.9263663  -0.52750444  2.9134321  -1.9157939  -0.9663811
  3.2916179  -3.37438     3.8173518  -2.6846328   1.1374459   2.3968654
  0.3394432   3.6907077  -4.4397225  -0.15629578  3.13022    -4.888319
  2.6344652  -4.598909    0.5397458  -3.779974   -1.1059573   3.9816213
  1.6011362  -1.3185639  -2.987172    0.8234277   2.5956192   2.3337836
  0.22349977 -1.0423558   1.2445726  -1.0041723  -3.8759677  -1.3033657
  3.9219966   1.3655252  -4.414409   -2.8621905  -4.0696883   2.242938
 -0.7758174   3.6652684  -1.8854685  -4.5875673  -4.659911   -4.365978
 -1.4812462  -2.0542216   0.8480072  -2.525243   -0.32551813  2.4406228
 -0.578712   -0.62608576 -0.81980133  2.0800605  -1.8991494  -3.8612328
 -3.687397    3.574739    3.292006    3.7868857  -3.7962956  -2.642417
 -0.34113312 -4.6198378   1.5712318   0.30409384  0.06706762 -0.93315744
 -2.6339064   2.3643923  -0.02795076 -2.026058    2.1454945   2.773952
 -2.5475373   0.53501415 -3.1661534  -0.20649433 -3.1460166  -0.86697865
  1.5696139   2.7832246   0.6969385   1.5799384   2.821371    0.4967451
 -3.0097377   0.51722145]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,7,"[-3.2729475   2.8059072   0.14834833 -2.2140396  -3.9429822   1.4788923
 -3.0252619   0.7403226  -4.808376   -3.526298   -3.331139    1.5812445
 -0.6227641  -4.983764    3.3161168  -4.2209496   3.7742448  -2.8307407
  2.8564963  -3.9458385  -1.234988    3.428781   -3.62714    -2.185486
 -1.1239364   2.747014    0.7345805  -4.5588365  -3.7808113  -0.43028164
 -3.8285775   0.65081406 -0.6932912  -2.9401243   2.5611806  -5.0165024
  3.4222598   2.7871604  -2.525533    0.01715422 -4.538106   -3.283166
 -4.8076296   2.8348331   1.6615505  -0.7160988  -0.3166361  -2.8914552
 -4.947584    1.815424   -1.228235   -3.2340677  -4.903557   -2.8115537
 -4.4871492  -4.5089827   0.8930278   1.3756385   0.39671135 -2.015528
  2.5019016   3.3722596  -2.8884587   1.6378446  -2.0714421  -0.03104067
  0.3811841   1.0356059   0.99726295 -3.877585    1.2613997  -4.178127
 -1.1019969  -1.0858619  -0.33105612  3.2686973  -0.35871077  2.5442543
 -1.5579646   2.9780602   2.8708835   0.9636464  -4.625578   -1.9885287
 -2.5936964  -2.7137      1.7190571  -4.653896    2.059503   -2.9839225
 -4.0249224   0.9321008  -3.072903   -2.9290826   3.2155366   1.9912953
 -4.564193   -0.9886012  -0.61789036  0.83402205 -2.2304752   3.6267657
 -5.0088253  -1.4660261  -3.2201524   1.0691118  -0.5448203   2.3965454
  3.1863694  -0.8697972  -3.8511236   1.4195075   1.8172016   2.2795749
  3.640633   -2.9850633   0.49434566 -4.158348    1.5928559   2.9844842
  1.0113196  -3.1816015  -3.3419275   3.7987275  -2.3586516   2.592163
  2.3651986  -0.08094835]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,8,"[-2.8782306  -2.913984   -0.77996254 -0.33565187  2.3186493   3.3293672
  2.378306   -3.7407088  -3.3223023  -2.0776286  -2.9876075   1.2257161
  4.051557    3.9118934  -0.94039917  1.423523    3.389196    3.778069
 -2.8133428  -2.7294638  -4.2981415   0.19274855  3.314443   -4.774354
 -2.534289    3.6328635   2.5438814   2.8429995  -3.6596892   2.8912115
  2.977203   -3.1805854  -2.1229017  -0.45091534 -0.46863747  0.7819905
 -3.1832032   3.8931746   3.4698405   0.8721075   0.74248314  2.7545338
  0.5383878   0.04962254  2.6118078   0.01995659  0.99693394 -4.0978556
  3.5805802   1.6818533   2.425321   -0.54886436  3.4419093  -0.40494108
 -0.19916773 -0.6598306  -2.542359    1.9519739  -2.274749   -0.33369827
 -4.9681344   0.08438253  1.8067627   0.43325806  0.93732405  3.1159081
  1.755455   -1.3481522  -0.6520295  -2.5160136  -3.0338984  -1.5916624
 -3.2956243   2.3327227  -1.592654   -0.23390579 -4.642239    3.4400249
 -1.4588006  -3.628374   -3.3429594  -3.237695   -1.7972767  -4.5979276
 -4.3938465  -2.4697897   3.6879249   0.6501484   3.529058   -2.048771
 -2.3167427   1.9851627  -1.7670674   2.5534134   3.1990752   1.8047433
 -4.3598905   0.01663971 -4.879436   -2.5699942   1.7798605   1.6780195
 -2.209176    2.0953536   3.8606038   4.0037007   3.6870046  -3.4341488
  2.123506   -3.377045    1.3215203   4.0898356  -2.1522694   1.4923868
 -3.6446571  -4.808487    0.17453575  3.2123084   3.0087981   1.1032319
  4.0195365  -4.5660405  -0.60467863  0.2536807  -3.2141805  -1.0398223
 -0.4243965   0.68247414]"
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.9218903433017885,1.7114005284026383,2.8980511881063045,9,"[ 3.8857827   2.028617   -4.378864    1.7710419  -2.829572   -4.019881
 -4.3059273   1.5339484  -1.6420059  -0.8302946  -3.742115    1.0371618
 -4.557295    0.08985567 -4.3215027  -0.5639038  -4.120198   -0.8062506
  3.40696    -4.843109   -2.9851947  -2.964176    2.2362995  -4.5287685
  2.7404375  -2.6491885   1.9160376  -4.7318516  -2.7529747   3.831695
 -3.9861932  -0.8737354   2.4768906  -2.933509   -0.47182083  2.875155
 -0.69048166 -2.399785   -4.532141    3.6311946  -1.3981414   2.4323864
  0.6536536  -1.756623   -4.373663   -4.5662804  -0.08775187 -3.7896767
 -3.3369946  -1.7003236   3.6794906   0.30864096 -3.8737626   2.8656673
 -0.7342496  -4.526212    1.3337059   1.8088102   3.882012   -4.661084
  1.2044945  -3.127944   -1.8143432  -0.7069783  -3.1653929   0.75419855
 -0.39674997 -0.6737776   0.241611    3.0667405  -3.9150388   3.9925609
 -0.79062843 -2.7753649  -2.8615992   1.4402828  -0.7316427  -2.129475
 -3.4814134   1.2485566   0.4769945  -2.4927404  -0.3812971   2.3089375
  1.7656288   1.8107901   0.3017025   3.1854997   0.23711443 -4.515244
  0.3294196   3.9017835  -0.9094806  -2.3653407  -2.3096414   3.6763663
 -1.245729   -1.7694466  -2.30049    -1.892221   -4.955848    0.5334573
  2.7878103   2.717619   -0.29595137  2.8013935  -2.8646398   2.2412715
 -0.17797756  2.8135471   2.9297872   2.2433677  -1.2606108   0.10555649
 -2.5726628  -0.9535203  -0.46827602 -3.633194   -4.5513244   0.4127159
  1.0943913   0.9222121  -2.841988    2.3226514   0.5155711  -1.5770195
  0.19983387  3.588963  ]"
