SMILES,opt_romol,opt_logP,opt_qed,opt_SAS,opt_obj
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C98281B350>,2.671940000000001,0.9054565592606842,1.4902926425964456,3.0369901537069754
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C98281B120>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(=O)Nc1ccc(C(=O)Nc2ccccc2Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624CF0>,3.5507000000000017,0.9072140170902858,1.4413762349518784,3.094693850499551
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624430>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
CC(=O)Nc1ccc(C(=O)Nc2ccccc2C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624C10>,4.020700000000002,0.8948846203024156,1.606669384929507,2.8677537165825706
CC(C)C(=O)NCCNC(=O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9826249E0>,1.8419999999999994,0.800895147594605,1.655911501345134,2.348564236627891
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624F20>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1S(N)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x000001C982624270>,2.548119999999999,0.9087971166850207,1.6821399767074716,2.8618456067176323
CC(=O)Nc1ccc(C)c(NC(=O)c2ccc(C)c(NC(C)=O)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624EB0>,3.472540000000002,0.796835532990003,1.7615672995250584,2.2226103654249565
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C982624C80>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
Cc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccccc3)cc2)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001C9826247B0>,3.8946200000000015,0.7615963602134714,1.6151031592535645,2.1928786418137927
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9826244A0>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9826246D0>,2.671940000000001,0.9054565592606842,1.4902926425964456,3.0369901537069754
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624DD0>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(=O)Nc1ccc(C(=O)Nc2ccccc2Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624200>,3.5507000000000017,0.9072140170902858,1.4413762349518784,3.094693850499551
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x000001C9826243C0>,2.425020000000001,0.8992605013599579,1.7137848409604164,2.7825176658393733
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624820>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
Cc1ccc(C(=O)NCCNC(=O)c2ccc(C)c(F)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624510>,2.6023400000000008,0.8335521660781287,1.6739227056661417,2.493838124724501
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C982624740>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982011A50>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(=O)Nc1ccc(C)c(NC(=O)c2ccc(C)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001C982011D60>,3.514140000000002,0.904636648985046,1.514758739795564,3.008424505129666
Cc1ccc(C(=O)NCC(=O)N(C)CC(C)C)s1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828060B0>,1.9007199999999997,0.8864272121920707,2.241533695222685,2.190602365737668
Cc1ccc(C(=O)Nc2ccc(Cl)cc2C)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C982806740>,3.7913400000000017,0.8187783649342761,1.6824365174890143,2.411455307182367
Cc1ccc(C(=O)NCC(=O)Nc2ccc(C)c(C)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806EB0>,2.980360000000001,0.9109765765353378,1.5600305450808296,2.9948523375958596
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806BA0>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
COc1ccc(C(=O)Nc2ccc(C(=O)NC3CC3)cc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001C9828064A0>,2.848300000000001,0.847664803651069,1.630830576835983,2.6074934414193622
CC(=O)Nc1ccc(C(=O)Nc2ccccc2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806200>,3.2057200000000012,0.8976481601342097,1.4024289822046239,3.085811818466425
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C982806A50>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
Cc1ccc(C(=O)Nc2cccc(-c3ccccn3)c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806C80>,3.704320000000002,0.7994453119565549,1.8022610975713729,2.1949654622114014
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828069E0>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
CC(C)CC(C)N(C)C(=O)CN1CCOC(C(N)=O)C1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806120>,0.06550000000000156,0.7488665994110273,3.2779507402427557,0.46638225681238055
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806430>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
CC(C)(C)OC(=O)N1CCC(C(=O)NCCc2ccccn2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806C10>,1.9972999999999996,0.9211602174440248,2.4863332285085775,2.1194678587115465
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C982806B30>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
Cc1ccc(C(=O)NCC(=O)Nc2cccc(C)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828067B0>,2.980360000000001,0.9109765765353379,1.585643659834929,2.969239222841761
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806190>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
COc1ccc(C(=O)Nc2cccc(C(N)=O)c2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001C9828066D0>,2.0549999999999997,0.883884596805871,1.5817485778677156,2.8376744061616392
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806660>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
CC(C)(C)C(=O)NCCC(=O)Nc1cccc(-c2nccs2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806890>,3.301000000000001,0.8828602498608845,2.1656775133584496,2.248623735945973
Cc1ccc(C(=O)NCC(=O)NCc2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806E40>,2.1027199999999997,0.8849644828988931,1.7730323945817226,2.6517900199127427
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806510>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806F90>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)NCCNC(=O)c2ccccc2)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C982806580>,1.7370199999999998,0.5803179042496149,1.6984409750527618,1.2031485461953126
COc1ccc(C(=O)Nc2cccc(C(C)=O)c2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001C982806270>,3.1587000000000014,0.861318425183206,1.5587458035928101,2.7478463223232197
CC(=O)Nc1ccc(C(=O)Nc2ccccc2Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806D60>,3.5507000000000017,0.9072140170902858,1.4413762349518784,3.094693850499551
Cc1ccc(C(=O)NCC(=O)Nc2ccc(C)c(C)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806900>,2.980360000000001,0.9109765765353378,1.5600305450808296,2.9948523375958596
Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C9828065F0>,4.136320000000001,0.8181555300937684,1.7100888843529187,2.3806887661159237
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806350>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C9828062E0>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806F20>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
CC(C)(C)C(=O)NCCC(=O)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E06D0>,2.8309000000000006,0.8920555094191429,1.738235368863883,2.722042178231831
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0900>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E02E0>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0270>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0890>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
COc1ccc(C(=O)Nc2ccc(C(C)=O)cc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0B30>,3.1587000000000014,0.861318425183206,1.5112239877037812,2.7953681382122486
CC(C)(C)C(=O)NCCC(=O)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0BA0>,2.8309000000000006,0.8920555094191429,1.738235368863883,2.722042178231831
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0740>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
CC(=O)Nc1ccc(C(=O)Nc2ccccc2C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0A50>,4.020700000000002,0.8948846203024156,1.606669384929507,2.8677537165825706
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0F90>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
